sku;image_url
811672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/img_16823579428501-0a145b28670adf3c8f16877840424731-1024-1024.jpg
811672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/img_16823579479571-7ca6c0cc38a7c40cb516877840424398-1024-1024.jpg
811672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/img_16823579522341-4ec17cccded0aad92f16877840424703-1024-1024.jpg
811706;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/1706_11-574e66821cdd12616216801820573851-1024-1024.jpg
811706;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/1706_21-b322f95dc37c2d974116801820566021-1024-1024.jpg
811707;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/1707_11-4b740e9bca4418f29f16801820566249-1024-1024.jpg
811707;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/1707_21-85e7a4451434aae12416801820561264-1024-1024.jpg
811707;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/foto4_miraculous_1707_lifestyle1-530dbff76cbe12566c16801820563513-1024-1024.jpg
811710;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/811710-11-dfce7ccc3d6f53d20516401117246750-1024-1024.jpg
811710;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/8117101-f93acc48ab31ee9b2116401117245783-1024-1024.jpg
811710;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/811710-21-b3b4ca8ea452ef4e6616401117246704-1024-1024.jpg
811710;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/811710-31-7182674505ff2a61fa16401117247511-1024-1024.jpg
811710;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/811710-41-a684730e996d93024a16401117249393-1024-1024.jpg
811714;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/foto1_sophie_1714_pack1-8cd7d29164e28c5ca716670568024292-1024-1024.jpg
811714;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/foto2_sophie_1714_pack1-b8a1bee7b3c6bc7dc616670568022207-1024-1024.jpg
811714;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/foto3_sophie_1714_open_pack1-f3cdc70f7542bb997f16670568022837-1024-1024.jpg
811733;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/117331-e70bd2730b33c67c7316271310001760-1024-1024.jpg
811735;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/117351-366bd34ac656b6716316271309979050-1024-1024.jpg
811771;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/1177111-cd9f7cf8df2fe6f23616283406504258-1024-1024.jpg
811772;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/1177211-03f37fc6f07b1082e916283406435809-1024-1024.jpg
811789;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/1178911-5df649a08d66ee056816283406194682-1024-1024.jpg
811802;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/18021-016c41b6a64f8eabbc16699178573971-1024-1024.jpg
811822;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/118221-1618619ff1c47c19b016264642752198-1024-1024.jpg
811822;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/118221-5bade0175e9a2c27bc16293965016209-1024-1024.jpg
811822;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/11822-2-11-7d61aa9c54f275d04016293965016267-1024-1024.jpg
811843;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/dino-sos1-5c540f155e9e04e6f616823439538155-1024-1024.png
812006;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812006-11-f9db37ac579cbac8da16516859310702-1024-1024.jpg
812006;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812006-21-65c13c9d946c32932f16516859314417-1024-1024.jpg
812021;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/damas_20201-261c53a086fea3f71716862465036525-1024-1024.jpg
812023;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/ajedrez_20201-0cea9976ca99a17e7516862465107025-1024-1024.jpg
812041;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/whatsapp-image-2022-01-19-at-11-08-42-11-beafd92affa8a27ae016427028205350-1024-1024.jpeg
812372;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/23721-54489370d7a560543b16788930068766-1024-1024.jpg
812449;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/124491-3ec728c314bd40175116480621131529-1024-1024.jpg
812483;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/124831-53de0a24b68d6e8add16631796375397-1024-1024.jpg
812483;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/12483-1a-of-21-782b10d932e06d476716631796375578-1024-1024.jpg
812483;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/12483-1b-of-21-ab89211eb9646c13ff16631796375734-1024-1024.jpg
812522;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/25221-10faadf02738e3615816735347655185-1024-1024.jpg
812524;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/25241-a1b09ef2c99b2205a816735347665269-1024-1024.jpg
812536;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2536-11-eb4ad2b653b106aa7b16788930019984-1024-1024.jpg
812536;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/25361-a3118264656bf8b93916788930025238-1024-1024.jpg
812558;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/25581-eeae080394d0f7001516427028407686-1024-1024.jpg
812559;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/whatsapp-image-2022-01-19-at-11-08-421-58390806aea4e94b3016427026572955-1024-1024.jpeg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-101-892cdcd5c94f5fd39416541986472847-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-11-ae141aea766cb4fa0116541986469415-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-21-05d58a3ee17c70b2e216541986468890-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-31-45ac960b44d4df073016541986469503-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-41-cc36f32d8340f72ab316541986470696-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-51-428addc568e9f683d216541986470220-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-61-da935054cbb343b62916541986471438-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-71-74e72efa5cb9f8887e16541986473092-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-81-a7dd699df34b1d348316541986473040-1024-1024.jpg
812581;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812581-91-5ec884633414869db116541986472421-1024-1024.jpg
812588;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/25881-7a163cd9617399996116521883193899-1024-1024.jpg
812609;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812609-11-6b3f5556a391d8608016516857802430-1024-1024.jpg
812609;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812609-21-5162d4c31288846fad16516857806935-1024-1024.png
812609;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/812609-31-e8ca7b4f838c68119116516857804921-1024-1024.jpg
812621;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2621-11-c59cd126dd19d417a116788930022570-1024-1024.jpg
812621;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26211-5783875b81ab66bf8516788930037637-1024-1024.jpg
812621;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2621-21-9c63079b90618e32d816788930021892-1024-1024.jpg
812621;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2621-31-f94c2d608bfb8a8f4416788930022414-1024-1024.jpg
812621;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2621-41-dfd9be2bafb6ea40e116788930023244-1024-1024.jpg
812623;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2623-11-3b60cbf653f212d08116751907279191-1024-1024.jpg
812623;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26231-50399a37b4137c10a716751907287550-1024-1024.jpg
812623;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2623-21-36985b81a964a1f84116751907279404-1024-1024.jpg
812624;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2624-11-536b775ebebc70b45516751906421580-1024-1024.jpg
812624;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26241-5e24375724d0ce96cd16751906427091-1024-1024.jpg
812624;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2624-21-4e5fe61857128ca6e316751906421256-1024-1024.jpg
812625;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2625-11-38b2a27b28d24f4f4e16751905910571-1024-1024.jpg
812625;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26251-d2553db5f25ba09c0416751905912523-1024-1024.jpg
812625;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2625-21-74fa7f388123b19c3716751905909518-1024-1024.jpg
812672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2672-11-8f24b24f6705c6a1e516751905504051-1024-1024.jpg
812672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26721-319012e34e70492db716751905506151-1024-1024.jpg
812672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2672-21-b09d4d6e75acf2312e16751905503684-1024-1024.jpg
812676;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2676-11-4bd5ee18cdc6041a2a16751904521062-1024-1024.jpg
812676;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26761-d9e77b5c2b04e9652916751904523686-1024-1024.jpg
812677;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2677-11-812ae452977cd014c816751904056598-1024-1024.jpg
812677;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26771-fc03478da76a879dd916751904058318-1024-1024.jpg
812677;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2677-21-306d80b5e7c46f780f16751904057143-1024-1024.jpg
812678;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2678-11-5584204ed76128d54d16751902924989-1024-1024.jpg
812678;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26781-241766a462eabcc9c216751902927333-1024-1024.jpg
812678;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2678-21-6929986b3a23fc858216751902924251-1024-1024.jpg
812681;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26811-196cdafbd4da1aa8b316788930076283-1024-1024.jpg
812681;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2681-11-e86dec5f95d47e4e3216788930067756-1024-1024.jpg
812681;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2681-21-372748cc2a584be8f516788930066831-1024-1024.jpg
812696;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2696-11-dd2b1253c9bb559e4c16788930039667-1024-1024.jpg
812696;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26961-6c373d2f89b72c17c116788930050727-1024-1024.jpg
812696;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2696-21-fd497ff00d5839cd3016788930041630-1024-1024.jpg
812697;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2697-11-46d05f6d2a4c2c4b4c16788930041275-1024-1024.jpg
812697;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/26971-dc7b52fc26f99eeb3016788930045911-1024-1024.jpg
812697;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/2697-21-7912148f61fb35da0016788930039675-1024-1024.jpg
812789;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/127891-b7eb3f50c88d29267116255128249487-1024-1024.jpg
812904;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/129041-a4c0f871879544228116287785687206-1024-1024.jpg
812904;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/12904-1-of-51-ac6ea2503f550cce9e16287785687074-1024-1024.jpg
812904;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/12904-2-of-51-0c57b07065612debc116287785688398-1024-1024.jpg
812904;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/12904-3-of-51-a6413294f50bad7d8716287785696970-1024-1024.jpg
812904;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/12904-4-of-51-98c119a9472579def816287785699367-1024-1024.jpg
812904;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/12904-5-of-51-1ab52f11ffdd01dbc216287785701255-1024-1024.jpg
813114;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/3114-more-ya-habla-11-9e5cfb6049e3df770616512362991343-1024-1024.jpg
813114;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/3114-more-ya-habla-21-3d76b88b459bf6150616512362990708-1024-1024.jpg
813114;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/3114-more-ya-habla-31-eb835391501b24f7bf16512362990847-1024-1024.jpg
813298;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/32981-49ab56a37f3b060ca116303496149848-1024-1024.jpg
813321;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/33211-d702e109d58bce52fb16788930060548-1024-1024.jpg
813501;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/35011-2486e417a8f38bc87216303496037194-1024-1024.jpg
813505;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/img_16787140888981-89e9927d2bc1e5ff1c16899480331984-1024-1024.jpg
813505;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/img_16868303671371-6ee4de4fa5da78e91116899480332013-1024-1024.jpg
813508;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/img_16787141303381-fb342556b66a506f0f16899480341441-1024-1024.jpg
813508;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/img_16868304187251-fcfcef0a0e37f7ba7d16899480341533-1024-1024.jpg
813542;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/8135421-cc7efc5f799b408ab216274777898925-1024-1024.jpg
813597;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/813597-11-378adefc353a87ba4216516859802829-1024-1024.jpg
813597;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/813597-21-20050d5c03e89bef3c16516859803575-1024-1024.jpg
813597;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/813597-31-e7c223bf08c1152cc416516859802970-1024-1024.jpg
813672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13672-1a-of-21-aa45857f93c6c515d116393297829734-1024-1024.jpg
813672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13672-1b-of-21-b38d1ba09c478d38cd16393297829452-1024-1024.jpg
813672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13672-2b-of-21-3c503853ff08c5298d16393297830289-1024-1024.jpg
813672;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13672-2c-of-21-7fa8fefb9f04b9fc8216393297830825-1024-1024.jpg
813830;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/138301-a283b1daf02c30002516480615613174-1024-1024.jpg
813840;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13840-11-497365d5d44c7f30d816497906729810-1024-1024.jpg
813840;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/138401-e55dcfc16dfabb397616497906731946-1024-1024.jpg
813840;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13840-21-d4f7adb36eb20b3bf216497906730984-1024-1024.jpg
813840;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13840-31-9ab1ff3ff2cf78eb6f16497906730960-1024-1024.jpg
813840;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13840-41-2fa0ecdd53e2e2df8716497906732229-1024-1024.jpg
813840;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13840-51-762091838ef58b7b8b16497906729885-1024-1024.jpg
813841;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13841-111-70bc342e49e446f3fb16497906688031-1024-1024.jpg
813841;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13841-12-8ead8e7d6ccffefcca16497906685301-1024-1024.jpg
813841;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/138411-79e3019935aa09a25a16497906688947-1024-1024.jpg
813841;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13841-21-5122fcb625e8dff9d316497906686870-1024-1024.jpg
813841;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13841-41-774ea2d854e2a8424e16497906686728-1024-1024.jpg
813842;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13842-11-05c00de75ff36bc6a416497907819645-1024-1024.jpg
813842;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/138421-1d4fb50774aa4d6e4416497907819043-1024-1024.jpg
813842;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13842-21-e7d5bcd6e2060911a616497907817605-1024-1024.jpg
813842;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13842-31-dd138ebfb8f9984a0b16497907818448-1024-1024.jpg
813842;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/13842-41-620901b6d91a57996f16497907818734-1024-1024.jpg
813915;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/139151-4acec12396223c980b16480620888613-1024-1024.jpg
814000;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/whatsapp-image-2023-06-01-at-09-26-041-f4b2b308b516120b3e16862465017778-1024-1024.jpeg
814002;https://d26lpennugtm8s.cloudfront.net/stores/001/182/684/products/whatsapp-image-2023-06-01-at-09-26-05-11-5ebd9352da010e7b3b16862465118760-1024-1024.jpeg
